cleaned_smiles,Rift Valley fever virus,Herpes simplex virus,Yellow fever virus,Norovirus,JC polyomavirus,Varicella zoster virus,Human papilloma virus,Adenovirus,Hepatitis virus,Xenotropic murine leukemia virus-related virus,Rhinovirus,Epstein Barr virus,Chikungunya virus,Lassa virus,Ebola virus,Rabies virus,Zika virus,T-lymphotropic virus,West Nile virus,polyomavirus,Ross River virus,Marburg virus,Poliovirus,Kaposi's sarcoma-associated herpesvirus,Crimean-Congo hemorrhagic fever virus,Parainfluenza virus,Japanese encephalitis virus,Sindbis virus,Vaccinia virus,BK virus,Coronavirus,Rubella virus,Enterovirus,Influenza,Filovirus,Human immunodeficiency virus,Dengue virus,Cytomegalovirus,Respiratory syncytial virus
COC(=O)N[C@@H](C(=O)N[C@@H](C)c1nc2cc(C#Cc3ccc4[nH]c([C@H](C)NC(=O)[C@H](NC(=O)OC)c5ccccc5)nc4c3)ccc2[nH]1)c1ccccc1,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@@H](C(=O)OCn1c(=O)ccn([C@@H]2O[C@H](COP(=O)(N[C@@H](C)C(=O)OC(C)C)Oc3ccccc3)[C@@H](O)[C@@]2(C)F)c1=O)c1ccccc1,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)Nc1cc(-c2ncc(-c3ccc4nc([C@@H]5CCCN5C(=O)[C@@H](c5ccccc5)N(C)C)[nH]c4c3)o2)ccc1C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@@H](C)C(=O)N1CCC[C@H]1c1nc(-c2ccc(-c3ccc(-c4c[nH]c([C@@H]5CCCN5C(=O)C5(C)COC5)n4)cc3)cc2)c[nH]1,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@@H](C)C(=O)N1CCC[C@H]1c1nc(CCc2ccc(CCc3c[nH]c([C@@H]4CCCN4C(=O)[C@H](C)NC(=O)OC)n3)cc2)c[nH]1,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@@H](C)C(=O)N1CCC[C@H]1c1ncc(-c2ccc(-c3ccc(-c4ccc5nc([C@@H]6CCCN6C(=O)[C@H](C)NC(=O)OC)[nH]c(=O)c5c4)c4c3CC3(CCCC3)C4)cc2)[nH]1,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@@H](C)C(=O)N1CCC[C@H]1c1ncc(-c2ccc(-c3ccc(-c4cnc([C@@H]5CCCN5C(=O)[C@H](C)NC(=O)OC)[nH]4)c4c3C3(CCCC3)CC4)cc2)[nH]1,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@@H](C)C(=O)N1CCC[C@H]1c1ncc(-c2ccc(-c3sc(-c4cnc([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]4)c4c3CCC4)cc2)[nH]1,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@@H](C)C(=O)N1CCC[C@H]1c1ncc(C#Cc2ccc(-c3ccc4nc([C@@H]5CCCN5C(=O)[C@H](C)NC(=O)OC)[nH]c4c3)cc2)[nH]1,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@@H](C)C(=O)N1C[C@@H](SC)C[C@H]1c1ncc(-c2ccc(-c3ccc(-c4[nH]c([C@@H]5C[C@H](OC)CN5C(=O)[C@@H](NC(=O)OC)C(C)C)nc4Cl)cc3)cc2)[nH]1,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@@H](C)C(=O)N1C[Si](C)(C)C[C@H]1c1nc(Cl)c(-c2ccc(-c3ccc(-c4[nH]c([C@@H]5C[C@H]6C[C@H]6N5C(=O)[C@H](C)NC(=O)OC)nc4Cl)cc3)cc2)[nH]1,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@@H](C)C(=O)N1[C@H](c2nc(Cl)c(-c3ccc(-c4ccc(-c5[nH]c([C@@H]6C[C@H]7C[C@H]7N6C(=O)[C@H](C)NC(=O)OC)nc5Cl)cc4)cc3)[nH]2)C[C@H]2C[C@H]21,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@@H](C)C(=O)N1[C@H](c2nc3ccc(-c4ccc5c(c4)C(F)(F)c4cc(-c6cnc([C@@H]7CC8(CC8)CN7C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]6)ccc4-5)cc3[nH]2)[C@H]2CC[C@@H]1C2,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@@H](C)C(=O)N[C@H](C)c1ncc(-c2ccc(-c3ccc(-c4cnc([C@@H]5CCCN5C(=O)[C@H](C)NC(=O)OC)[nH]4)cc3)cc2)[nH]1,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@@H](C)C(=O)OCn1c(=O)ccn([C@@H]2O[C@H](COP(=O)(N[C@@H](C)C(=O)OC(C)C)Oc3ccccc3)[C@@H](O)[C@@]2(C)F)c1=O,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@@H](CC(C)C)C(=O)N1CCC[C@H]1c1nc(-c2ccc(-c3ccc(-c4c[nH]c([C@@H]5CCCN5C(=O)C5(C)COC5)n4)cc3)cc2)c[nH]1,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@@H](CC(C)C)C(=O)N1C[C@@H](SC)C[C@H]1c1ncc(-c2ccc(-c3ccc(-c4[nH]c([C@@H]5C[C@H]6C[C@H]6N5C(=O)[C@@H](NC(=O)OC)C(C)C)nc4Cl)cc3)cc2)[nH]1,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@@H](CC(C)C)C(=O)N1[C@H](c2ncc(-c3ccc(-c4ccc(-c5cnc([C@@H]6[C@H]7CC[C@H](C7)N6C(=O)[C@H](CC(C)C)NC(=O)OC)[nH]5)cc4)cc3)[nH]2)[C@H]2CC[C@@H]1C2,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@@H](CCSC)C(=O)N1CCC[C@H]1c1ncc(-c2ccc(-c3ccc(-c4cnc([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]4)cc3)cc2)[nH]1,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@@H](CCSC)C(=O)OCn1c(=O)ccn([C@@H]2O[C@H](COP(=O)(N[C@@H](C)C(=O)OC(C)C)Oc3ccccc3)[C@@H](O)[C@@]2(C)F)c1=O,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@@H](COCc1ccccc1)C(=O)N1CCC[C@H]1c1ncc(-c2ccc3nc(-c4ccc(-c5cnc([C@@H]6CCCN6C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]5)cc4)cnc3c2)[nH]1,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@@H](Cc1ccccc1)C(=O)N1CCC[C@H]1c1ncc(-c2ccc(C#Cc3ccc4nc([C@@H]5CCCN5C(=O)[C@H](Cc5ccccc5)NC(=O)OC)[nH]c4c3)cc2)[nH]1,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@@H](Cc1ccccc1)C(=O)OCn1c(=O)ccn([C@@H]2O[C@H](COP(=O)(N[C@@H](C)C(=O)OC(C)C)Oc3ccccc3)[C@@H](O)[C@@]2(C)F)c1=O,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](/C(F)=C1\CCC[C@H]1c1ncc(-c2ccc(-c3ccc(-c4cnc([C@@H]5CCC/C5=C(/F)[C@@H](NC(=O)OC)C(C)C)[nH]4)cc3)cc2)[nH]1)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N(C)[C@@H](C)c1ncc(-c2ccc(-c3ccc4c(c3)CCCc3[nH]c([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)nc3-4)cc2)[nH]1)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N(C)[C@H]1CCC[C@@H]1c1ncc(-c2ccc(-c3ccc4c(c3)CCc3nc([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]c3-4)cc2)[nH]1)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1C2CC2C[C@H]1c1ncc(-c2ccc(-c3ccc(-c4ccc(-c5cnc([C@@H]6CC7CC7N6C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]5)cc4)c4c3CCC43CCCC3)cc2)[nH]1)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CC(=C(F)F)C[C@H]1c1nc2cc(-c3ccc(-c4ccc5[nH]c([C@@H]6CC7(CN6C(=O)[C@@H](NC(=O)OC)C(C)C)OCCO7)nc5c4)cc3)ccc2[nH]1)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CC(C)=C[C@H]1c1nc2cc(-c3ccc(-c4ccc5[nH]c([C@@H]6CC7(CN6C(=O)[C@@H](NC(=O)OC)C(C)C)OCCO7)nc5c4)cc3)ccc2[nH]1)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CC(C)=C[C@H]1c1ncc(-c2ccc(-c3ccc4cc(-c5cnc([C@@H]6CCCN6C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]5)ccc4c3)cc2)[nH]1)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CC(C)=C[C@H]1c1ncc(-c2ccc(C#Cc3ccc(-c4cnc([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]4)cc3)cc2)[nH]1)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CC(C)=C[C@H]1c1ncc(-c2ccc3cc(-c4ccc(-c5cnc([C@@H]6CCCN6C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]5)cc4)ccc3c2)[nH]1)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CC(C)=C[C@H]1c1ncc(-c2ccc3cc(-c4ccc5nc([C@@H]6CCCN6C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]c5c4)ccc3c2)[nH]1)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CC(C)=C[C@H]1c1ncc(-c2ccc3cc(C#Cc4cnc([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]4)ccc3c2)[nH]1)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CC(C2CC2)=C[C@H]1c1nc(-c2ccc(-c3cc(Cl)c(NC(=O)c4ccc(N5CCN(C(=O)[C@H]6CC6(C)C)C[C@H]5C)nc4)cc3OC(F)(F)F)cc2)c[nH]1)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CC(C2CC2)=C[C@H]1c1nc2ccc(-c3ccc4cc(-c5cnc([C@@H]6CCCN6C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]5)ccc4c3)cc2[nH]1)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CC(C2CC2)=C[C@H]1c1ncc(-c2ccc(-c3ccc4cc(-c5cnc([C@@H]6CCCN6C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]5)ccc4c3)cc2)[nH]1)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CC(C2CC2)=C[C@H]1c1ncc(-c2ccc(C#Cc3ccc(-c4cnc([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]4)cc3)cc2)[nH]1)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CC(F)(F)C[C@H]1c1nc2cc(-c3ccc(-c4ccc5[nH]c([C@@H]6CC(F)(F)CN6C(=O)[C@@H](NC(=O)OC)C(C)C)nc5c4)cc3)ccc2[nH]1)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CC(F)(F)C[C@H]1c1nc2ccc3cc(-c4ccc(-c5cnc([C@@H]6C[Si](C)(C)CN6C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]5)cc4)ccc3c2[nH]1)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CC(F)(F)C[C@H]1c1ncc(-c2ccc(-c3ccc4c(c3)CCc3[nH]c([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)nc3-4)cc2)[nH]1)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CC(F)(F)C[C@H]1c1ncc(-c2ccc(-c3ccc4c(ccc5nc([C@@H]6C[Si](C)(C)CN6C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]c54)c3)cc2)[nH]1)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CC(F)(F)C[C@H]1c1ncc(-c2ccc3c(c2)-c2ccc(-c4cnc([C@@H]5CC(F)(F)CN5C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]4)cc2-3)[nH]1)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CC(F)(F)C[C@H]1c1ncc(-c2ccc3c(c2)OC(C(C)C)n2c-3cc3cc(-c4cnc([C@@H]5CC(F)(F)CN5C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]4)ccc32)[nH]1)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CC(F)(F)C[C@H]1c1ncc(-c2ccc3c(c2)OC(C2CC2)n2c-3c(F)c3cc(-c4cnc([C@@H]5CC(F)(F)CN5C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]4)ccc32)[nH]1)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CC(F)(F)C[C@H]1c1ncc(-c2ccc3c(c2)Oc2ccc(-c4cnc([C@@H]5CC(F)(F)CN5C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]4)c4c2N3CC4)[nH]1)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CC(F)(F)C[C@H]1c1ncc(-c2ccc3c(c2)Oc2ccc(-c4cnc([C@@H]5CC(F)(F)CN5C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]4)c4ccn-3c24)[nH]1)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CC(F)(F)C[C@H]1c1ncc(-c2ccc3c(c2)cc2n3C(C3CC3)Oc3cc(-c4cnc([C@@H]5CC(F)(F)CN5C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]4)c(F)cc3-2)[nH]1)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CC2(CC2)C[C@H]1C(=O)Nc1ccc(-c2cc3ccc2CCc2ccc(c(-c4ccc(NC(=O)[C@@H]5CC6(CC6)CN5C(=O)[C@@H](NC(=O)OC)C(C)C)cc4)c2)CC3)cc1)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CC2(CC2)C[C@H]1C(=O)Nc1ccc(-c2cc3ccc2CCc2ccc(c(-c4ccc(NC(=O)[C@@H]5CC6(CC6)CN5C(=O)[C@@H](NC(=O)OC)[C@@H](C)OC)cc4)c2)CC3)cc1)[C@@H](C)OC,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CC2(CC2)C[C@H]1c1nc(-c2ccc(C#Cc3ccc4[nH]c([C@@H]5CC6(CC6)CN5C(=O)[C@@H](NC(=O)OC)C(C)C)nc4c3)cc2)c[nH]1)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CC2(CC2)C[C@H]1c1nc(-c2ccc3c(c2)C(F)(F)c2cc(-c4ccc5[nH]c([C@@H]6[C@H]7CC[C@H](C7)N6C(=O)[C@@H](NC(=O)OC)C(C)C)nc5c4)ccc2-3)c[nH]1)C(C)C,,,,,,,,,1.0,,0.0,,,,,,0.0,,0.0,,,,,,,,,,,,,,,0.0,,,0.0,,0.0
COC(=O)N[C@H](C(=O)N1CC2(CC2)C[C@H]1c1nc2cc(-c3ccc(-c4ccc5[nH]c([C@@H]6CC7(CN6C(=O)[C@@H](NC(=O)OC)C(C)C)OCCO7)nc5c4)cc3)ccc2[nH]1)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CC2(CC2)C[C@H]1c1ncc(-c2ccc(-c3ccc(-c4ccc5nc([C@@H]6CC7(CC7)CN6C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]c(=O)c5c4)c4c3CC3(CCCC3)C4)cc2)[nH]1)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CC2(CC2)C[C@H]1c1ncc(-c2ccc(C#Cc3ccc(-c4cnc([C@@H]5CC6(CC6)CN5C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]4)cc3)cc2)[nH]1)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CC2(CC2)C[C@H]1c1ncc(-c2ccc3c(c2)C(F)(F)C(F)(F)c2cc(-c4ccc5nc([C@@H]6CCCN6C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]c5c4)ccc2-3)[nH]1)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CC2(CC2)C[C@H]1c1ncc(-c2ccc3c(c2)C2(COC2)c2cc(-c4ccc5[nH]c([C@@H]6CCCN6C(=O)[C@@H](NC(=O)OC)C(C)C)nc5c4)ccc2-3)[nH]1)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CC2(CC2)C[C@H]1c1ncc(-c2ccc3cc(-c4ccc5c(=O)[nH]c([C@@H]6C[C@@H]7CCCC[C@@H]7N6C(=O)[C@@H](NC(=O)OC)C(C)C)nc5c4)ccc3c2)[nH]1)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CC2(C[C@H]1c1nc3cc(-c4ccc(-c5ccc6[nH]c([C@@H]7CC8(CN7C(=O)[C@@H](NC(=O)OC)C(C)C)OCCO8)nc6c5)cc4)ccc3[nH]1)OCCO2)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CC2(C[C@H]1c1nc3cc(-c4ccc(-c5ccc6[nH]c([C@@H]7C[C@@H]8CCCC[C@@H]8N7C(=O)[C@@H](NC(=O)OC)C(C)C)nc6c5)cc4)ccc3[nH]1)OCCO2)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CC2(C[C@H]1c1nc3ccc(-c4ccc5cc(-c6cnc([C@@H]7C[C@@H]8CCCC[C@@H]8N7C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]6)ccc5c4)cc3[nH]1)OCCO2)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CC2(C[C@H]1c1ncc(-c3ccc(-c4ccc(-c5cnc([C@@H]6CC7(C[C@H]6C(=O)N6CCOC[C@H]6C)SCCCS7)[nH]5)cc4)cc3)[nH]1)OCCO2)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CC2(C[C@H]1c1ncc(-c3ccc4c(c3)C(F)(F)C(F)(F)c3cc(-c5ccc6nc([C@@H]7CCCN7C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]c6c5)ccc3-4)[nH]1)OCCO2)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CC2(C[C@H]1c1ncc(-c3ccc4c(c3)C(F)(F)C(F)(F)c3cc(-c5cnc([C@@H]6CC7(CN6C(=O)[C@@H](NC(=O)OC)C(C)C)OCCO7)[nH]5)ccc3-4)[nH]1)OCCO2)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CC2(C[C@H]1c1ncc(-c3ccc4c(c3)C(F)(F)c3cc(-c5ccc6c(=O)[nH]c([C@@H]7C[C@@H]8CCCC[C@@H]8N7C(=O)[C@@H](NC(=O)OC)C(C)C)nc6c5)ccc3-4)[nH]1)OCCO2)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CC2(C[C@H]1c1ncc(-c3ccc4cc(-c5ccc6c(=O)[nH]c([C@@H]7C[C@@H]8CCCC[C@@H]8N7C(=O)[C@@H](NC(=O)OC)C(C)C)nc6c5)ccc4c3)[nH]1)OCCO2)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CC2(C[C@H]1c1ncc(-c3ccc4cc(-c5ccc6nc([C@@H]7C[C@@H]8CCCC[C@@H]8N7C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]c6c5)ccc4c3)[nH]1)OCCO2)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CC=C[C@H]1c1ncc(-c2ccc(-c3cc4sc(-c5cnc([C@@H]6CCCN6C(=O)[C@H](NC(=O)OC)c6ccccc6)[nH]5)cc4s3)cc2)[nH]1)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CC=C[C@H]1c1ncc(-c2ccc(-c3ccc(-c4c[nH]c([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)n4)cc3)cc2)[nH]1)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CCC(c2nc(-c3ccc(-c4ccc(-c5c[nH]c([C@@H]6CCCN6C(=O)[C@@H](NC(=O)OC)C(C)C)n5)cc4)cc3)c[nH]2)C1)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CCCC1C(=O)Nc1ccc([C@H]2CC[C@H](c3ccc(NC(=O)[C@@H]4CCCN4C(=O)[C@@H](NC(=O)OC)c4ccccc4)cc3)N2c2ccc(C(F)(F)F)cc2)cc1)c1ccccc1,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CCCC1c1cc(=O)c2ccc(-c3ccc4c(c3)C(F)(F)c3cc(-c5cnc([C@@H]6CCCN6C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]5)ccc3-4)cc2[nH]1)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CCCC1c1cc(Cl)c(-c2ccc(-c3ccc(-c4cnc([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]4)cc3)cc2)[nH]1)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CCC[C@@H]1c1nc(-c2ccc(C#Cc3ccc4nc([C@@H]5CCCN5C(=O)[C@H](NC(=O)OC)C(C)C)[nH]c4c3)cc2)c[nH]1)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CCC[C@@H]1c1nc(-c2ccc(C#Cc3ccc4nc([C@@H]5CCCN5C(=O)[C@H](NC(=O)OC)c5ccccc5)[nH]c4c3)cc2)c[nH]1)c1ccccc1,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CCC[C@@H]1c1nc2cc([C@H]3CC[C@H](c4ccc5[nH]c([C@H]6CCCN6C(=O)[C@@H](NC(=O)OC)C(C)C)nc5c4)N3c3cc(F)c(N4CCCCC4)c(F)c3)ccc2[nH]1)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CCC[C@@]1(C)C(=O)Nc1ccc2[nH]c(-c3ccc(-c4c[nH]c([C@]5(C)CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)n4)cc3)cc2c1)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CCC[C@@]1(C)c1nc(-c2ccc(-c3ccc(-c4c[nH]c([C@]5(C)CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)n4)cc3)cc2)c[nH]1)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
