cleaned_smiles,Rift Valley fever virus,Herpes simplex virus,Yellow fever virus,Norovirus,JC polyomavirus,Varicella zoster virus,Human papilloma virus,Adenovirus,Hepatitis virus,Xenotropic murine leukemia virus-related virus,Rhinovirus,Epstein Barr virus,Chikungunya virus,Lassa virus,Ebola virus,Rabies virus,Zika virus,T-lymphotropic virus,West Nile virus,polyomavirus,Ross River virus,Marburg virus,Poliovirus,Kaposi's sarcoma-associated herpesvirus,Crimean-Congo hemorrhagic fever virus,Parainfluenza virus,Japanese encephalitis virus,Sindbis virus,Vaccinia virus,BK virus,Coronavirus,Rubella virus,Enterovirus,Influenza,Filovirus,Human immunodeficiency virus,Dengue virus,Cytomegalovirus,Respiratory syncytial virus
COC(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)NC(=O)Nc1ccc(-c2ccc(-c3cnc([C@@H]4CCCN4C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]3)cc2)cc1)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)NC(=O)Nc1ccc(-c2ccc(-c3cnc([C@@H]4CCCN4C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]3)cc2)cc1F)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)NC(=O)Nc1ccc2nc(-c3ccc(-c4cnc([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]4)cc3)sc2c1)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)NC1CCc2cc(-c3ccc(-c4cnc([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]4)cc3)ccc21)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)NC1Cc2ccc(-c3ccc(-c4cnc([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]4)cc3)cc2C1)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)NCc1ccc(-c2ccc(-c3c[nH]c([C@@H]4CCCN4C(=O)[C@@H](NC(=O)OC)C(C)C)n3)cc2)cc1)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)Nc1ccc(-c2cc3ccc2CCc2ccc(c(-c4ccc(NC(=O)[C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)cc4)c2)CC3)cc1)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)Nc1ccc(-c2ccc(-c3ccc(NC(=O)[C@@H]4CCCN4C(=O)[C@@H](NC(=O)OC)C(C)(C)C)cc3)n2-c2ccc(F)cc2C)cc1)C(C)(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)Nc1ccc(-c2ccc3cc(NC(=O)[C@@H]4CCCN4C(=O)Cc4ccccc4)ccc3c2)cc1)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)Nc1ccc(-c2ccc3cc(NC(=O)[C@@H]4CCCN4C(=O)[C@@H](NC(=O)OC)C(C)C)ccc3c2)cc1)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)Nc1ccc([C@@H]2CC[C@@H](c3ccc(NC(=O)[C@@H]4CCCN4C(=O)[C@@H](NC(=O)OC)C(C)C)cc3)N2c2ccc(C(C)(C)C)cc2)cc1)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)Nc1ccc([C@@H]2CC[C@@H](c3ccc(NC(=O)[C@@H]4CCCN4C(=O)[C@@H](NC(=O)OC)C(C)C)cc3)N2c2ccc([Si](C)(C)C(C)(C)C)cc2)cc1)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)Nc1ccc([C@@H]2CC[C@@H](c3ccc(NC(=O)[C@@H]4CCCN4C(=O)[C@@H](NC(=O)OC)C(C)C)cc3)N2c2ccc([Si](C)(C)C)cc2)cc1)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)Nc1ccc([C@@H]2CC[C@@H](c3ccc(NC(=O)[C@@H]4CCCN4C(=O)[C@@H](NC(=O)OC)[C@@H](C)OC)cc3)N2c2cc(F)c(N3CC[Si](C)(C)CC3)c(F)c2)cc1)[C@@H](C)OC,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)Nc1ccc([C@H]2CC[C@H](c3ccc(NC(=O)[C@@H]4CCCN4C(=O)[C@@H](NC(=O)OC)C(C)C)cc3)N2c2ccc(C3CC3)cc2)cc1)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)Nc1ccc([C@H]2CC[C@H](c3ccc4nc([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)[C@@H](C)OC)[nH]c4c3)N2c2cc(F)c(N3CC[Si](C)(C)CC3)c(F)c2)cc1)[C@@H](C)OC,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)Nc1ccc2c(c1)O[C@@H](C)n1c-2cc2cc(NC(=O)[C@@H]3CCCN3C(=O)[C@@H](NC(=O)OC)C(C)C)ccc21)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)Nc1ccc2c(c1)O[C@@H](c1c(F)c(F)c(F)c(F)c1F)n1c-2cc2cc(NC(=O)[C@@H]3CCCN3C(=O)[C@@H](NC(=O)OC)C(C)C)ccc21)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)Nc1ccc2c(c1)O[C@@H](c1c(F)c(F)cc(F)c1F)n1c-2cc2cc(NC(=O)[C@@H]3CCCN3C(=O)[C@@H](NC(=O)OC)C(C)C)ccc21)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)Nc1ccc2c(c1)O[C@@H](c1cc(F)c(F)c(F)c1)n1c-2cc2cc(NC(=O)[C@@H]3CCCN3C(=O)[C@@H](NC(=O)OC)C(C)C)ccc21)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)Nc1ccc2c(c1)O[C@@H](c1ccc(-n3ccnc3)cc1)n1c-2cc2cc(NC(=O)[C@@H]3CCCN3C(=O)[C@@H](NC(=O)OC)C(C)C)ccc21)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)Nc1ccc2c(c1)O[C@@H](c1ccccc1)n1c-2cc2cc(NC(=O)[C@@H]3CCCN3C(=O)[C@@H](NC(=O)OC)C(C)C)ccc21)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)Nc1ccc2c(c1)O[C@@H](c1ccncc1)n1c-2cc2cc(NC(=O)[C@@H]3CCCN3C(=O)[C@@H](NC(=O)OC)C(C)C)ccc21)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)Nc1ccc2c(c1)O[C@@H](c1scnc1C)n1c-2cc2cc(NC(=O)[C@@H]3CCCN3C(=O)[C@@H](NC(=O)OC)C(C)C)ccc21)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)Nc1ccc2c(c1)O[C@H](c1ccccc1)n1c-2cc2cc(NC(=O)[C@@H]3CCCN3C(=O)[C@@H](NC(=O)OC)C(C)C)ccc21)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)Nc1ccc2cc(-c3ccc(-c4cnc([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]4)cc3)ccc2c1)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)Nc1ccc2cc(-c3ccc(-c4cnc([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]4)cc3)ccc2n1)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)Nc1ccc2cc(-c3ccc(NC(=O)[C@@H]4CCCN4C(=O)Cc4ccccc4)cc3)ccc2c1)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)Nc1ccc2cc(-c3ccc(NC(=O)[C@@H]4CCCN4C(=O)[C@@H](NC(=O)OC)C(C)C)nc3)ccc2c1)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)Nc1ccc2nc(-c3ccc(-c4cnc([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]4)cc3)ccc2c1)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)Nc1cccc(-c2ccc(-c3ccc(-c4cnc([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]4)cc3)c3c2CCC32CCCC2)c1)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)Nc1cccc2cc(-c3ccc(-c4cnc([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]4)cc3)ccc12)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)Nc1n[nH]c2cc(-c3ccc(-c4cnc([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]4)cc3)ccc12)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)Nc1nc2cc(-c3ccc(-c4cnc([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]4)cc3)ccc2[nH]1)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)Nc1noc2cc(-c3ccc(-c4cnc([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]4)cc3)ccc12)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)Nc1noc2cc(-c3ccc(-c4cnc([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)[C@@H](C)OC)[nH]4)cc3)ccc12)[C@@H](C)OC,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)Nc1noc2ccc(-c3ccc(-c4cnc([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]4)cc3)cc12)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CCC[C@H]1C1=NS(=O)(=O)c2ccc(-c3ccc4c(c3)C(F)(F)c3cc(-c5cnc([C@@H]6CCCN6C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]5)ccc3-4)cc2N1)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CCC[C@H]1C1=Nc2cc(-c3ccc(-c4ccc(-c5cnc([C@@H]6CCCN6C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]5)cc4)c4c3CC3(CCCC3)C4)ccc2C2(COC2)N1)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CCC[C@H]1C1=Nc2cc(-c3ccc(-c4ccc(-c5cnc([C@@H]6CCCN6C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]5)cc4)c4c3CC3(CCCC3)C4)ccc2S(=O)(=O)N1)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CCC[C@H]1C1=Nc2cc(-c3ccc4cc(-c5cnc([C@@H]6CCCN6C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]5)ccc4c3)ccc2C2(COC2)N1)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CCC[C@H]1C1=Nc2cc(-c3cnc(-c4ccc(-c5cnc([C@@H]6CCCN6C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]5)cc4)c4c3CC3(CCCC3)C4)ccc2S(=O)(=O)N1)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CCC[C@H]1CNC(=O)c1ccc(-c2ccc(-c3c[nH]c([C@@H]4CCCN4C(=O)[C@@H](NC(=O)OC)C(C)C)n3)cc2)cc1)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CCC[C@H]1CNC(=O)c1ccc(-c2ccc(-c3cnc([C@@H]4CCCN4C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]3)cc2)cc1)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CCC[C@H]1CNc1nc2ccc(-c3ccc4cc(-c5c[nH]c([C@@H]6CCCN6C(=O)[C@@H](NC(=O)OC)C(C)C)n5)ccc4c3)cc2s1)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CCC[C@H]1CNc1ncc2cc(-c3ccc(-c4c[nH]c([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)n4)cc3)ccc2n1)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1cc(Cl)c(-c2ccc(-c3ccc(-c4cnc([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)[C@@H](C)OC)[nH]4)cc3)cc2)[nH]1)[C@@H](C)OC,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1cn2cc(-c3ccc(-c4ccc5nc([C@@H]6CCCN6C(=O)[C@@H](NC(=O)OC)C(C)C)cn5c4)cc3)ccc2n1)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1cn2ccc(-c3ccc(-c4ccc5[nH]c([C@@H]6CCCN6C(=O)[C@@H](NC(=O)OC)C(C)C)nc5c4)cc3)cc2n1)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc(-c2ccc(-c3cc(Cl)c(NC(=O)c4ccc(N5C[C@H](C)N(C(=O)c6c[nH]cn6)C[C@H]5C)nc4)cc3OC(F)(F)F)cc2)c[nH]1)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc(-c2ccc(-c3cc4ccc(-c5c[nH]c([C@@H]6CCCN6C(=O)[C@@H](NC(=O)OC)C(C)C)n5)cc4oc3=O)cc2)c[nH]1)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc(-c2ccc(-c3cc4ccc3CCc3ccc(c(-c5ccc(-c6c[nH]c([C@@H]7CCCN7C(=O)[C@@H](NC(=O)OC)C(C)C)n6)cc5)c3)CC4)cc2)c[nH]1)C(C)C,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc(-c2ccc(-c3ccc(-c4c[nH]c(NC(=O)NC(C)C)n4)cc3)cc2)c[nH]1)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc(-c2ccc(-c3ccc(-c4c[nH]c(NC(=O)N[C@@H](C)c5ccccc5)n4)cc3)cc2)c[nH]1)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc(-c2ccc(-c3ccc(-c4c[nH]c(NC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)C)n4)cc3)cc2)c[nH]1)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc(-c2ccc(-c3ccc(-c4c[nH]c([C@@H]5CCCN5C(=O)C5(C)COC5)n4)cc3)cc2)c[nH]1)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc(-c2ccc(-c3ccc(-c4c[nH]c([C@@H]5CCCN5C(=O)C5(C)COC5)n4)cc3)cc2)c[nH]1)c1ccccc1,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc(-c2ccc(-c3ccc(-c4c[nH]c([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)n4)c4c3C3(CCCC3)CC4)cc2)c[nH]1)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc(-c2ccc(-c3ccc(-c4c[nH]c([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)n4)c4ocnc34)c3ncoc23)c[nH]1)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc(-c2ccc(-c3ccc(-c4c[nH]c([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)n4)s3)s2)c[nH]1)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc(-c2ccc(-c3ccc(-c4c[nH]c([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)c5ccc(F)cc5)n4)cc3)cc2)c[nH]1)c1ccc(F)cc1,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc(-c2ccc(-c3ccc(-c4c[nH]c([C@@H]5C[C@@]6(CCCO6)CN5C(=O)[C@@H](NC(=O)OC)C(C)C)n4)cc3)cc2)c[nH]1)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc(-c2ccc(-c3ccc(-c4c[nH]c([C@@H]5[C@H]6CC[C@H](C6)N5C(=O)[C@@H](NC(=O)OC)C(C)C)n4)cc3)cc2)c[nH]1)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc(-c2ccc(-c3ccc(-c4c[nH]c([C@H]5[C@@H]6CC[C@@H](C6)N5C(=O)[C@@H](NC(=O)OC)C(C)C)n4)cc3)cc2)c[nH]1)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc(-c2ccc(-c3ccc(-c4ccc5[nH]c([C@@H]6[C@H]7CC[C@H](C7)N6C(=O)[C@@H](NC(=O)OC)C(C)C)nc5c4)cc3)cc2)c[nH]1)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc(-c2ccc(-c3ccc(-c4cnc([C@@H]5C=CCN5C(=O)[C@H](NC(=O)OC)c5ccccc5)[nH]4)cc3)cc2)c[nH]1)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc(-c2ccc(-c3ccc(NC(=O)c4ccc(N5CCN(C(=O)C(C)(C)C)C[C@H]5C)nc4)cc3OC(F)(F)F)cc2)c[nH]1)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc(-c2ccc(-c3ccc(NC(=O)c4ccc(N5CCN(C(=O)[C@H]6CC6(C)C)C[C@H]5C)nc4)cc3Cl)cc2)c[nH]1)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc(-c2ccc(-c3ccc(NC(=O)c4ccc(N5CCN(C(=O)[C@H]6CC6(C)C)C[C@H]5C)nc4)cc3OC(F)(F)F)cc2)c[nH]1)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc(-c2ccc(-c3ccc(NC(=O)c4ccc(N5C[C@H](C)N(C(=O)C6CC6)C[C@H]5C)nc4)cc3OC(F)(F)F)cc2)c[nH]1)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc(-c2ccc(-c3ccc(NC(=O)c4ccc(N5C[C@H](C)N(C(=O)[C@H](C(=O)OC)C(C)C)C[C@H]5C)nc4)cc3OC(F)(F)F)cc2)c[nH]1)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc(-c2ccc(/C=C/c3ccc4[nH]c([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)nc4c3)cc2)c[nH]1)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc(-c2ccc(C#Cc3ccc(Sc4ccc(N)cc4)c(Nc4ncnc5nc(C(C)C)ccc45)c3)cc2)c[nH]1)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc(-c2ccc(C#Cc3ccc4[nH]c([C@@H]5C6CCC(CC6)N5C(=O)[C@@H](NC(=O)OC)C(C)C)nc4c3)cc2)c[nH]1)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc(-c2ccc(C#Cc3ccc4[nH]c([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)nc4n3)cc2)c[nH]1)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc(-c2ccc(C#Cc3ccc4[nH]c([C@@H]5[C@H]6CC[C@H](C6)N5C(=O)[C@@H](NC(=O)OC)C(C)C)nc4c3)cc2)c[nH]1)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc(-c2ccc(C34CCC(c5c[nH]c([C@@H]6CCCN6C(=O)[C@@H](NC(=O)OC)C(C)C)n5)(CC3)CC4)cc2)c[nH]1)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc(-c2ccc(C3=CC(C)(C)c4cc(-c5c[nH]c([C@@H]6CCCN6C(=O)[C@@H](NC(=O)OC)C(C)C)n5)ccc4O3)cc2)c[nH]1)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc(-c2ccc(C3CCC(c4c[nH]c([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)n4)CC3)cc2)c[nH]1)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc(-c2ccc(OCc3ccc4[nH]c([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)nc4c3)cc2)c[nH]1)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc(-c2ccc3c(c2)CCCc2cc(-c4[nH]c([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)nc4Cl)sc2-3)c(Cl)[nH]1)C(C)C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
